original_row_index,generated_version,item_number,list_item,Full verb phrase,Causality,NP1,verb,NP2,because,pronoun,präposition,adjective + verb,and,NP final,verb final,Generated-Sentence,np2_replacement_status,NP1 - male,NP1 - female,NP2 - male,NP2 - female,verb_bias,Unnamed: 7,Unnamed: 18,Ferstl_verb_eng,Ferstl_sem_cat,Ferstl_eng_verb_length,Ferstl_eng_verb_freq,Ferstl_val,Ferstl_IVC,verb_bias.1,new verb,old verb,german_verb_freq,german_verb_length,Unnamed: 30,Previous-Sentences (04/2026),adj,german_adj_freq,german_adj_length,Susanne_avgRating_Score,Susanne_avgRating_Score.1,20_Best_Verbs,adj_amb
76,both_male,2,36,schlug,NP1-Causality,Der Mieter,schlug,"den Einbrecher,",weil,er,zu dem Zeitpunkt,erbost war,und,Hass,empfand,"Der Mieter schlug den Einbrecher, weil er zu dem Zeitpunkt erbost war und Hass empfand.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Einbrecher,die Einbrecherin,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil er in diesem Moment empört war und die Gelegenheit nutzte.",empört,5.68,6,62.5,62.5,suboptimal,nonamb
76,both_female,3,36,schlug,NP1-Causality,Die Mieterin,schlug,"die Einbrecherin,",weil,sie,zu dem Zeitpunkt,erbost war,und,Hass,empfand,"Die Mieterin schlug die Einbrecherin, weil sie zu dem Zeitpunkt erbost war und Hass empfand.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Einbrecher,die Einbrecherin,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil er in diesem Moment empört war und die Gelegenheit nutzte.",empört,5.68,6,62.5,62.5,suboptimal,nonamb
76,swapped,4,36,schlug,NP1-Causality,Die Mieterin,schlug,"den Einbrecher,",weil,sie,zu dem Zeitpunkt,erbost war,und,Hass,empfand,"Die Mieterin schlug den Einbrecher, weil sie zu dem Zeitpunkt erbost war und Hass empfand.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Einbrecher,die Einbrecherin,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil er in diesem Moment empört war und die Gelegenheit nutzte.",empört,5.68,6,62.5,62.5,suboptimal,nonamb
77,original,5,36,schlug,NP2-Causality,Der Mieter,schlug,"die Einbrecherin,",weil,sie,zu dem Zeitpunkt,unaufmerksam war,und,die Gegenwehr,überraschte,"Der Mieter schlug die Einbrecherin, weil sie zu dem Zeitpunkt unaufmerksam war und die Gegenwehr überraschte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Einbrecher,die Einbrecherin,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil sie in diesem Moment unaufmerksam war und die Kontrolle verlor. ",unaufmerksam,6.9,8,62.5,62.5,suboptimal,nonamb
77,both_male,6,36,schlug,NP2-Causality,Der Mieter,schlug,"den Einbrecher,",weil,er,zu dem Zeitpunkt,unaufmerksam war,und,die Gegenwehr,überraschte,"Der Mieter schlug den Einbrecher, weil er zu dem Zeitpunkt unaufmerksam war und die Gegenwehr überraschte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Einbrecher,die Einbrecherin,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil sie in diesem Moment unaufmerksam war und die Kontrolle verlor. ",unaufmerksam,6.9,8,62.5,62.5,suboptimal,nonamb
77,both_female,7,36,schlug,NP2-Causality,Die Mieterin,schlug,"die Einbrecherin,",weil,sie,zu dem Zeitpunkt,unaufmerksam war,und,die Gegenwehr,überraschte,"Die Mieterin schlug die Einbrecherin, weil sie zu dem Zeitpunkt unaufmerksam war und die Gegenwehr überraschte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Einbrecher,die Einbrecherin,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil sie in diesem Moment unaufmerksam war und die Kontrolle verlor. ",unaufmerksam,6.9,8,62.5,62.5,suboptimal,nonamb
77,swapped,8,36,schlug,NP2-Causality,Die Mieterin,schlug,"den Einbrecher,",weil,er,zu dem Zeitpunkt,unaufmerksam war,und,die Gegenwehr,überraschte,"Die Mieterin schlug den Einbrecher, weil er zu dem Zeitpunkt unaufmerksam war und die Gegenwehr überraschte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Einbrecher,die Einbrecherin,neutral,,,hit,AgP,3,164,-1.82,-14,neutral,schlug,schlug,21.29,6,,"Der Mieter schlug die Einbrecherin, weil sie in diesem Moment unaufmerksam war und die Kontrolle verlor. ",unaufmerksam,6.9,8,62.5,62.5,suboptimal,nonamb
204,original,1,37,frustrierte,NP1-Causality,Der Wächter,frustrierte,"die Autodiebin, ",weil,er,seit einigen Tagen,aufmerksam war,und,den Plan,vereitelte,"Der Wächter frustrierte die Autodiebin, weil er seit einigen Tagen aufmerksam war und den Plan vereitelte.",ok_prefix_keep_particle_or_punctuation,Der Wächter,Die Wächterin,den Autodieb,die Autodiebin,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil er seit einigen Tagen geschickt war und den Vorsprung hatte.",geschickt,34.46,9,87.5,87.5,optimal,nonamb
204,both_male,2,37,frustrierte,NP1-Causality,Der Wächter,frustrierte,"den Autodieb, ",weil,er,seit einigen Tagen,aufmerksam war,und,den Plan,vereitelte,"Der Wächter frustrierte den Autodieb, weil er seit einigen Tagen aufmerksam war und den Plan vereitelte.",ok_prefix_keep_particle_or_punctuation,Der Wächter,Die Wächterin,den Autodieb,die Autodiebin,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil er seit einigen Tagen geschickt war und den Vorsprung hatte.",geschickt,34.46,9,87.5,87.5,optimal,nonamb
204,both_female,3,37,frustrierte,NP1-Causality,Die Wächterin,frustrierte,"die Autodiebin, ",weil,sie,seit einigen Tagen,aufmerksam war,und,den Plan,vereitelte,"Die Wächterin frustrierte die Autodiebin, weil sie seit einigen Tagen aufmerksam war und den Plan vereitelte.",ok_prefix_keep_particle_or_punctuation,Der Wächter,Die Wächterin,den Autodieb,die Autodiebin,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil er seit einigen Tagen geschickt war und den Vorsprung hatte.",geschickt,34.46,9,87.5,87.5,optimal,nonamb
204,swapped,4,37,frustrierte,NP1-Causality,Die Wächterin,frustrierte,"den Autodieb, ",weil,sie,seit einigen Tagen,aufmerksam war,und,den Plan,vereitelte,"Die Wächterin frustrierte den Autodieb, weil sie seit einigen Tagen aufmerksam war und den Plan vereitelte.",ok_prefix_keep_particle_or_punctuation,Der Wächter,Die Wächterin,den Autodieb,die Autodiebin,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil er seit einigen Tagen geschickt war und den Vorsprung hatte.",geschickt,34.46,9,87.5,87.5,optimal,nonamb
205,original,5,37,frustrierte,NP2-Causality,Der Wächter,frustrierte,"die Autodiebin, ",weil,sie,seit einigen Tagen,ungeschickt war,und,die Tarnung,scheiterte,"Der Wächter frustrierte die Autodiebin, weil sie seit einigen Tagen ungeschickt war und die Tarnung scheiterte.",ok_prefix_keep_particle_or_punctuation,Der Wächter,Die Wächterin,den Autodieb,die Autodiebin,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil sie seit einigen Tagen ungeschickt war und die Bewegung verfehlte.",ungeschickt,2.05,11,87.5,87.5,optimal,nonamb
205,both_male,6,37,frustrierte,NP2-Causality,Der Wächter,frustrierte,"den Autodieb, ",weil,er,seit einigen Tagen,ungeschickt war,und,die Tarnung,scheiterte,"Der Wächter frustrierte den Autodieb, weil er seit einigen Tagen ungeschickt war und die Tarnung scheiterte.",ok_prefix_keep_particle_or_punctuation,Der Wächter,Die Wächterin,den Autodieb,die Autodiebin,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil sie seit einigen Tagen ungeschickt war und die Bewegung verfehlte.",ungeschickt,2.05,11,87.5,87.5,optimal,nonamb
205,both_female,7,37,frustrierte,NP2-Causality,Die Wächterin,frustrierte,"die Autodiebin, ",weil,sie,seit einigen Tagen,ungeschickt war,und,die Tarnung,scheiterte,"Die Wächterin frustrierte die Autodiebin, weil sie seit einigen Tagen ungeschickt war und die Tarnung scheiterte.",ok_prefix_keep_particle_or_punctuation,Der Wächter,Die Wächterin,den Autodieb,die Autodiebin,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil sie seit einigen Tagen ungeschickt war und die Bewegung verfehlte.",ungeschickt,2.05,11,87.5,87.5,optimal,nonamb
205,swapped,8,37,frustrierte,NP2-Causality,Die Wächterin,frustrierte,"den Autodieb, ",weil,er,seit einigen Tagen,ungeschickt war,und,die Tarnung,scheiterte,"Die Wächterin frustrierte den Autodieb, weil er seit einigen Tagen ungeschickt war und die Tarnung scheiterte.",ok_prefix_keep_particle_or_punctuation,Der Wächter,Die Wächterin,den Autodieb,die Autodiebin,NP1,,,frustrated,StimExp,10,0,-1.82,79,NP1,frustrierte,frustrierte,0.69,11,,"Der Wächter frustrierte die Autodiebin, weil sie seit einigen Tagen ungeschickt war und die Bewegung verfehlte.",ungeschickt,2.05,11,87.5,87.5,optimal,nonamb
200,original,1,38,inspirierte,NP1-Causality,Der Eremit,inspirierte,"die Anführerin,",weil,er,an dem Abend,mystisch war,und,Unerwartetes ,kommunizierte,"Der Eremit inspirierte die Anführerin, weil er an dem Abend mystisch war und Unerwartetes kommunizierte.",ok_prefix_keep_particle_or_punctuation,Der Eremit,Die Eremitin,den Anführer,die Anführerin,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil er schon seit Langem wunderlich war und die Neugier weckte.",wunderlich,4.09,10,68.75,68.75,optimal,nonamb
200,both_male,2,38,inspirierte,NP1-Causality,Der Eremit,inspirierte,"den Anführer,",weil,er,an dem Abend,mystisch war,und,Unerwartetes ,kommunizierte,"Der Eremit inspirierte den Anführer, weil er an dem Abend mystisch war und Unerwartetes kommunizierte.",ok_prefix_keep_particle_or_punctuation,Der Eremit,Die Eremitin,den Anführer,die Anführerin,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil er schon seit Langem wunderlich war und die Neugier weckte.",wunderlich,4.09,10,68.75,68.75,optimal,nonamb
200,both_female,3,38,inspirierte,NP1-Causality,Die Eremitin,inspirierte,"die Anführerin,",weil,sie,an dem Abend,mystisch war,und,Unerwartetes ,kommunizierte,"Die Eremitin inspirierte die Anführerin, weil sie an dem Abend mystisch war und Unerwartetes kommunizierte.",ok_prefix_keep_particle_or_punctuation,Der Eremit,Die Eremitin,den Anführer,die Anführerin,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil er schon seit Langem wunderlich war und die Neugier weckte.",wunderlich,4.09,10,68.75,68.75,optimal,nonamb
200,swapped,4,38,inspirierte,NP1-Causality,Die Eremitin,inspirierte,"den Anführer,",weil,sie,an dem Abend,mystisch war,und,Unerwartetes ,kommunizierte,"Die Eremitin inspirierte den Anführer, weil sie an dem Abend mystisch war und Unerwartetes kommunizierte.",ok_prefix_keep_particle_or_punctuation,Der Eremit,Die Eremitin,den Anführer,die Anführerin,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil er schon seit Langem wunderlich war und die Neugier weckte.",wunderlich,4.09,10,68.75,68.75,optimal,nonamb
201,original,5,38,inspirierte,NP2-Causality,Der Eremit,inspirierte,"die Anführerin,",weil,sie,an dem Abend,aufmerksam war,und,die Überlegungen,überraschten,"Der Eremit inspirierte die Anführerin, weil sie an dem Abend aufmerksam war und die Überlegungen überraschten.",ok_prefix_keep_particle_or_punctuation,Der Eremit,Die Eremitin,den Anführer,die Anführerin,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil sie schon seit Langem beeindruckt war und die Begeisterung teilte. ",beeindruckt,11.92,11,68.75,68.75,optimal,nonamb
201,both_male,6,38,inspirierte,NP2-Causality,Der Eremit,inspirierte,"den Anführer,",weil,er,an dem Abend,aufmerksam war,und,die Überlegungen,überraschten,"Der Eremit inspirierte den Anführer, weil er an dem Abend aufmerksam war und die Überlegungen überraschten.",ok_prefix_keep_particle_or_punctuation,Der Eremit,Die Eremitin,den Anführer,die Anführerin,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil sie schon seit Langem beeindruckt war und die Begeisterung teilte. ",beeindruckt,11.92,11,68.75,68.75,optimal,nonamb
201,both_female,7,38,inspirierte,NP2-Causality,Die Eremitin,inspirierte,"die Anführerin,",weil,sie,an dem Abend,aufmerksam war,und,die Überlegungen,überraschten,"Die Eremitin inspirierte die Anführerin, weil sie an dem Abend aufmerksam war und die Überlegungen überraschten.",ok_prefix_keep_particle_or_punctuation,Der Eremit,Die Eremitin,den Anführer,die Anführerin,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil sie schon seit Langem beeindruckt war und die Begeisterung teilte. ",beeindruckt,11.92,11,68.75,68.75,optimal,nonamb
201,swapped,8,38,inspirierte,NP2-Causality,Die Eremitin,inspirierte,"den Anführer,",weil,er,an dem Abend,aufmerksam war,und,die Überlegungen,überraschten,"Die Eremitin inspirierte den Anführer, weil er an dem Abend aufmerksam war und die Überlegungen überraschten.",ok_prefix_keep_particle_or_punctuation,Der Eremit,Die Eremitin,den Anführer,die Anführerin,NP1,,,inspired,StimExp,8,6,1.45,78,NP1,inspirierte,inspirierte,1.44,11,,"Der Eremit inspirierte die Anführerin, weil sie schon seit Langem beeindruckt war und die Begeisterung teilte. ",beeindruckt,11.92,11,68.75,68.75,optimal,nonamb
184,original,1,39,erzürnte,NP1-Causality,Der Schüler,erzürnte,"die Zauberin, ",weil,er,am frühen Morgen,renitent war,und,Ungehorsamkeit,zeigte,"Der Schüler erzürnte die Zauberin, weil er am frühen Morgen renitent war und Ungehorsamkeit zeigte.",ok_prefix_keep_particle_or_punctuation,Der Schüler,Die Schülerin,den Zauberer,die Zauberin,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil er am frühen Morgen ungehorsam war und den Zorn provozierte.",ungehorsam,4.02,10,87.5,87.5,optimal,nonamb
184,both_male,2,39,erzürnte,NP1-Causality,Der Schüler,erzürnte,"den Zauberer, ",weil,er,am frühen Morgen,renitent war,und,Ungehorsamkeit,zeigte,"Der Schüler erzürnte den Zauberer, weil er am frühen Morgen renitent war und Ungehorsamkeit zeigte.",ok_prefix_keep_particle_or_punctuation,Der Schüler,Die Schülerin,den Zauberer,die Zauberin,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil er am frühen Morgen ungehorsam war und den Zorn provozierte.",ungehorsam,4.02,10,87.5,87.5,optimal,nonamb
184,both_female,3,39,erzürnte,NP1-Causality,Die Schülerin,erzürnte,"die Zauberin, ",weil,sie,am frühen Morgen,renitent war,und,Ungehorsamkeit,zeigte,"Die Schülerin erzürnte die Zauberin, weil sie am frühen Morgen renitent war und Ungehorsamkeit zeigte.",ok_prefix_keep_particle_or_punctuation,Der Schüler,Die Schülerin,den Zauberer,die Zauberin,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil er am frühen Morgen ungehorsam war und den Zorn provozierte.",ungehorsam,4.02,10,87.5,87.5,optimal,nonamb
184,swapped,4,39,erzürnte,NP1-Causality,Die Schülerin,erzürnte,"den Zauberer, ",weil,sie,am frühen Morgen,renitent war,und,Ungehorsamkeit,zeigte,"Die Schülerin erzürnte den Zauberer, weil sie am frühen Morgen renitent war und Ungehorsamkeit zeigte.",ok_prefix_keep_particle_or_punctuation,Der Schüler,Die Schülerin,den Zauberer,die Zauberin,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil er am frühen Morgen ungehorsam war und den Zorn provozierte.",ungehorsam,4.02,10,87.5,87.5,optimal,nonamb
185,original,5,39,erzürnte,NP2-Causality,Der Schüler,erzürnte,"die Zauberin, ",weil,sie,am frühen Morgen,reizbar war,und,Wiederstand,wahrnahm,"Der Schüler erzürnte die Zauberin, weil sie am frühen Morgen reizbar war und Wiederstand wahrnahm.",ok_prefix_keep_particle_or_punctuation,Der Schüler,Die Schülerin,den Zauberer,die Zauberin,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil sie am frühen Morgen anspruchsvoll war und den Respekt forderte.",anspruchsvoll,15.15,13,87.5,87.5,optimal,nonamb
185,both_male,6,39,erzürnte,NP2-Causality,Der Schüler,erzürnte,"den Zauberer, ",weil,er,am frühen Morgen,reizbar war,und,Wiederstand,wahrnahm,"Der Schüler erzürnte den Zauberer, weil er am frühen Morgen reizbar war und Wiederstand wahrnahm.",ok_prefix_keep_particle_or_punctuation,Der Schüler,Die Schülerin,den Zauberer,die Zauberin,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil sie am frühen Morgen anspruchsvoll war und den Respekt forderte.",anspruchsvoll,15.15,13,87.5,87.5,optimal,nonamb
185,both_female,7,39,erzürnte,NP2-Causality,Die Schülerin,erzürnte,"die Zauberin, ",weil,sie,am frühen Morgen,reizbar war,und,Wiederstand,wahrnahm,"Die Schülerin erzürnte die Zauberin, weil sie am frühen Morgen reizbar war und Wiederstand wahrnahm.",ok_prefix_keep_particle_or_punctuation,Der Schüler,Die Schülerin,den Zauberer,die Zauberin,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil sie am frühen Morgen anspruchsvoll war und den Respekt forderte.",anspruchsvoll,15.15,13,87.5,87.5,optimal,nonamb
185,swapped,8,39,erzürnte,NP2-Causality,Die Schülerin,erzürnte,"den Zauberer, ",weil,er,am frühen Morgen,reizbar war,und,Wiederstand,wahrnahm,"Die Schülerin erzürnte den Zauberer, weil er am frühen Morgen reizbar war und Wiederstand wahrnahm.",ok_prefix_keep_particle_or_punctuation,Der Schüler,Die Schülerin,den Zauberer,die Zauberin,NP1,,,infuriated,StimExp,10,1,-2.45,75,NP1,erzürnte,wütend machte,0.02,12,,"Der Schüler machte die Zauberin wütend, weil sie am frühen Morgen anspruchsvoll war und den Respekt forderte.",anspruchsvoll,15.15,13,87.5,87.5,optimal,nonamb
186,original,1,40,intrigierte,NP1-Causality,Der Fürsprecher,intrigierte,"die Lehrerin,",weil ,er,seit kurzer Zeit,populistisch war,und,Stimmungen,schürte,"Der Fürsprecher intrigierte die Lehrerin, weil er seit kurzer Zeit populistisch war und Stimmungen schürte.",ok_prefix_keep_particle_or_punctuation,Der Fürsprecher,Die Führsprecherin,den Lehrer,die Lehrerin,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil er seit kurzer Zeit populistisch war und die Stimmung schürte.",populistisch,0.63,12,81.25,81.25,optimal,nonamb
186,both_male,2,40,intrigierte,NP1-Causality,Der Fürsprecher,intrigierte,"den Lehrer,",weil ,er,seit kurzer Zeit,populistisch war,und,Stimmungen,schürte,"Der Fürsprecher intrigierte den Lehrer, weil er seit kurzer Zeit populistisch war und Stimmungen schürte.",ok_prefix_keep_particle_or_punctuation,Der Fürsprecher,Die Führsprecherin,den Lehrer,die Lehrerin,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil er seit kurzer Zeit populistisch war und die Stimmung schürte.",populistisch,0.63,12,81.25,81.25,optimal,nonamb
186,both_female,3,40,intrigierte,NP1-Causality,Die Führsprecherin,intrigierte,"die Lehrerin,",weil ,sie,seit kurzer Zeit,populistisch war,und,Stimmungen,schürte,"Die Führsprecherin intrigierte die Lehrerin, weil sie seit kurzer Zeit populistisch war und Stimmungen schürte.",ok_prefix_keep_particle_or_punctuation,Der Fürsprecher,Die Führsprecherin,den Lehrer,die Lehrerin,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil er seit kurzer Zeit populistisch war und die Stimmung schürte.",populistisch,0.63,12,81.25,81.25,optimal,nonamb
186,swapped,4,40,intrigierte,NP1-Causality,Die Führsprecherin,intrigierte,"den Lehrer,",weil ,sie,seit kurzer Zeit,populistisch war,und,Stimmungen,schürte,"Die Führsprecherin intrigierte den Lehrer, weil sie seit kurzer Zeit populistisch war und Stimmungen schürte.",ok_prefix_keep_particle_or_punctuation,Der Fürsprecher,Die Führsprecherin,den Lehrer,die Lehrerin,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil er seit kurzer Zeit populistisch war und die Stimmung schürte.",populistisch,0.63,12,81.25,81.25,optimal,nonamb
187,original,5,40,intrigierte,NP2-Causality,Der Fürsprecher,intrigierte,"die Lehrerin,",weil ,sie,seit kurzer Zeit,beeinflussbar war,und,Alternativen,suchte,"Der Fürsprecher intrigierte die Lehrerin, weil sie seit kurzer Zeit beeinflussbar war und Alternativen suchte.",ok_prefix_keep_particle_or_punctuation,Der Fürsprecher,Die Führsprecherin,den Lehrer,die Lehrerin,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil sie seit kurzer Zeit beeinflussbar war und das Wort folgte.",beeinflussbar,0.57,13,81.25,81.25,optimal,nonamb
187,both_male,6,40,intrigierte,NP2-Causality,Der Fürsprecher,intrigierte,"den Lehrer,",weil ,er,seit kurzer Zeit,beeinflussbar war,und,Alternativen,suchte,"Der Fürsprecher intrigierte den Lehrer, weil er seit kurzer Zeit beeinflussbar war und Alternativen suchte.",ok_prefix_keep_particle_or_punctuation,Der Fürsprecher,Die Führsprecherin,den Lehrer,die Lehrerin,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil sie seit kurzer Zeit beeinflussbar war und das Wort folgte.",beeinflussbar,0.57,13,81.25,81.25,optimal,nonamb
187,both_female,7,40,intrigierte,NP2-Causality,Die Führsprecherin,intrigierte,"die Lehrerin,",weil ,sie,seit kurzer Zeit,beeinflussbar war,und,Alternativen,suchte,"Die Führsprecherin intrigierte die Lehrerin, weil sie seit kurzer Zeit beeinflussbar war und Alternativen suchte.",ok_prefix_keep_particle_or_punctuation,Der Fürsprecher,Die Führsprecherin,den Lehrer,die Lehrerin,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil sie seit kurzer Zeit beeinflussbar war und das Wort folgte.",beeinflussbar,0.57,13,81.25,81.25,optimal,nonamb
187,swapped,8,40,intrigierte,NP2-Causality,Die Führsprecherin,intrigierte,"den Lehrer,",weil ,er,seit kurzer Zeit,beeinflussbar war,und,Alternativen,suchte,"Die Führsprecherin intrigierte den Lehrer, weil er seit kurzer Zeit beeinflussbar war und Alternativen suchte.",ok_prefix_keep_particle_or_punctuation,Der Fürsprecher,Die Führsprecherin,den Lehrer,die Lehrerin,NP1,,,intrigued,StimExp,9,17,1.45,76,NP1,intrigierte,aufhetzte,0.02,9,,"Der Fürsprecher hetzte die Lehrerin auf, weil sie seit kurzer Zeit beeinflussbar war und das Wort folgte.",beeinflussbar,0.57,13,81.25,81.25,optimal,nonamb
18,original,1,41,mochte,NP1-Causality,Der Kaiser,mochte,"die Gladiatorin, ",weil ,er,schon seit Langem,schaulustig war,und,den Nervenkitzel,genoss,"Der Kaiser mochte die Gladiatorin, weil er schon seit Langem schaulustig war und den Nervenkitzel genoss.",ok_prefix_keep_particle_or_punctuation,Der Kaiser,Die Kaiserin,den Gladiator,die Gladiatorin,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil er schon seit Langem schaulustig war und die Gefahr meisterte.",mutig,13.77,5,18.75,18.75,suboptimal,nonamb
18,both_male,2,41,mochte,NP1-Causality,Der Kaiser,mochte,"den Gladiator, ",weil ,er,schon seit Langem,schaulustig war,und,den Nervenkitzel,genoss,"Der Kaiser mochte den Gladiator, weil er schon seit Langem schaulustig war und den Nervenkitzel genoss.",ok_prefix_keep_particle_or_punctuation,Der Kaiser,Die Kaiserin,den Gladiator,die Gladiatorin,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil er schon seit Langem schaulustig war und die Gefahr meisterte.",mutig,13.77,5,18.75,18.75,suboptimal,nonamb
18,both_female,3,41,mochte,NP1-Causality,Die Kaiserin,mochte,"die Gladiatorin, ",weil ,sie,schon seit Langem,schaulustig war,und,den Nervenkitzel,genoss,"Die Kaiserin mochte die Gladiatorin, weil sie schon seit Langem schaulustig war und den Nervenkitzel genoss.",ok_prefix_keep_particle_or_punctuation,Der Kaiser,Die Kaiserin,den Gladiator,die Gladiatorin,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil er schon seit Langem schaulustig war und die Gefahr meisterte.",mutig,13.77,5,18.75,18.75,suboptimal,nonamb
18,swapped,4,41,mochte,NP1-Causality,Die Kaiserin,mochte,"den Gladiator, ",weil ,sie,schon seit Langem,schaulustig war,und,den Nervenkitzel,genoss,"Die Kaiserin mochte den Gladiator, weil sie schon seit Langem schaulustig war und den Nervenkitzel genoss.",ok_prefix_keep_particle_or_punctuation,Der Kaiser,Die Kaiserin,den Gladiator,die Gladiatorin,NP2,,,liked,ExpStim,5,0,1.73,-91,NP2,mochte,mochte,5.94,6,,"Der Kaiser mochte die Gladiatorin, weil er schon seit Langem schaulustig war und die Gefahr meisterte.",mutig,13.77,5,18.75,18.75,suboptimal,nonamb
